,CVE_DOC,FECHA_DOC,NOMBRE_VENDEDOR,NOMBRE_CLIENTE,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO,MARGEN_TOTAL_CALCULADO
208,F37444,2022-02-23,DIEGO ARMANDO LEON DURAN,MFSEIN,2,BE00015,"BAN P INOX 1 1/2""X18"" 240V W-MAX",839.43,51.09,51.09,1678.86,102.18,788.34,1576.68
209,F37444,2022-02-23,DIEGO ARMANDO LEON DURAN,MFSEIN,2,BN00243,"BAN INOX 12""ØX 1 1/2"" 1250W 240V C/ALLEN",901.12,141.49,141.49,1802.24,282.98,759.63,1519.26
210,F37444,2022-02-23,DIEGO ARMANDO LEON DURAN,MFSEIN,2,BN00244,"BAN INOX 14""ØX 1 1/2"" 1500W240V C/ALLEN",992.0,201.21,201.21,1984.0,402.41,790.79,1581.59
211,F37444,2022-02-23,DIEGO ARMANDO LEON DURAN,MFSEIN,2,BN00245,"BAN INOX 16""ØX1 1/2"" 1750W 240V C/ALLEN",1109.22,188.85,188.85,2218.44,377.7,920.37,1840.74
212,F37444,2022-02-23,DIEGO ARMANDO LEON DURAN,MFSEIN,2,BN00246,"BAN INOX 20""ØX 11/2"" 2300W 240C C/ALLEN",1112.0,297.2,297.2,2224.0,594.4,814.8,1629.6
215,F37447,2022-02-23,LETICIA RAMIREZ HERNANDEZ,ARMANDO LOZANO LABRADA,2,TUE00179,"TUB INOX 5/16""Øx197CM 2500W 220V ""M"" ESP",1674.0,0.0,187.31,3348.0,374.62,1486.69,2973.38
216,F37449,2022-02-23,LETICIA RAMIREZ HERNANDEZ,TOP LABEL,2,RC00025,"RC 5/8""ØX748MM 1100W220V T/TORNILLO",960.0,0.0,366.42,1920.0,732.84,593.58,1187.16
219,F37455,2022-02-23,LETICIA RAMIREZ HERNANDEZ,JUAN CARLOS CONTRERAS HERNANDEZ,1,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",813.0,0.0,227.18,813.0,227.18,585.82,585.82
220,F37458,2022-02-24,LETICIA RAMIREZ HERNANDEZ,EDGAR GARCIA HERNANDEZ,3,CBS00101,CBS INOX 27MMØX180CM 1000W 440V CAJA ESP,3200.0,0.0,427.12,9600.0,1281.35,2772.88,8318.65
221,F37464,2022-02-24,DIEGO ARMANDO LEON DURAN,SIKA MEXICANA,6,TUA00427,"TUB INCOL 5/16""ØX355MM 9000W240V J T/BOI",3105.0,0.0,369.07,18630.0,2214.39,2735.93,16415.61
223,F37467,2022-02-24,LETICIA RAMIREZ HERNANDEZ,VERGELES DE LOS ANGELES,2,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2218.27,0.0,1204.71,4436.54,2409.43,1013.56,2027.11
225,F37469,2022-02-25,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,1179.22,1179.22,1615.0,1179.22,435.78,435.78
226,F37470,2022-02-25,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,1179.22,1179.22,1615.0,1179.22,435.78,435.78
227,F37471,2022-02-25,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,1179.22,1179.22,1615.0,1179.22,435.78,435.78
228,F37472,2022-02-25,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,1179.22,1179.22,1615.0,1179.22,435.78,435.78
229,F37473,2022-02-25,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,1179.22,1179.22,1615.0,1179.22,435.78,435.78
240,F37486,2022-02-25,ALFREDO CANELA,CEREALES Y PASTAS,3,70001684,CARTUCHO Ø 10 MM X 460 MM 500W 220V,1365.0,131.71,131.71,4095.0,395.14,1233.29,3699.86
241,F37487,2022-02-25,ALFREDO CANELA,CEREALES Y PASTAS,4,P214F1AB0600,"PT-100 1/4""ØX4"" CON1/2""-1/2"" NPT C/MARIN",1015.0,0.0,459.8,4060.0,1839.19,555.2,2220.81
243,F37491,2022-02-28,LETICIA RAMIREZ HERNANDEZ,ELIAS ZENTENO VENEGAS,1,TUE00339,"TUB INOX 1/4""ØX135MM 700W127V ESPIRAL 4V",1125.0,7342.41,7342.41,1125.0,7342.41,-6217.41,-6217.41
244,F37492,2022-02-28,LETICIA RAMIREZ HERNANDEZ,ITEMEC ENERGY SYSTEMS,2,BP00206,BAN P INOX 250MMX290MM 2000W 220V EXT2MT,1485.0,0.0,440.7,2970.0,881.41,1044.3,2088.59
245,F37493,2022-02-28,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,30,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,339.43,339.43,44259.0,10182.84,1135.87,34076.16
249,F37500,2022-02-28,LETICIA RAMIREZ HERNANDEZ,VICTOR VELAZQUEZ AGUILAR,1,TUE00176,"TUB INOX 5/16""ØX1550MM ""CLIP"" 7000W 220V",2508.7,0.0,470.09,2508.7,470.09,2038.61,2038.61
250,F37502,2022-02-28,LETICIA RAMIREZ HERNANDEZ,JOSE DE JESUS MUÑOZ ALVARADO,2,PJ14F1L1A800,"TER J 1/4""ØX4"" CON1/2""-1/2"" NPT EXT.8MT",1028.35,0.0,373.69,2056.7,747.38,654.66,1309.32
251,F37509,2022-02-28,LETICIA RAMIREZ HERNANDEZ,JT RESIDENCES,1,TUE00132,"TUB INOX 1/2""Øx410mm J 11KW 240V PLAQUIT",1265.2,0.0,559.98,1265.2,559.98,705.22,705.22
252,F37509,2022-02-28,LETICIA RAMIREZ HERNANDEZ,JT RESIDENCES,3,TUS00005,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V""",799.1,0.0,178.49,2397.3,535.46,620.61,1861.84
253,F37513,2022-02-28,LETICIA RAMIREZ HERNANDEZ,CENTRO VETERINARIO DE ESPECIALIDADES IKAL,1,TUE00338,"TUB INOX 3/8""ØX158MM 2000W 127V CIRCULAR",1156.5,0.0,139.69,1156.5,139.69,1016.81,1016.81
254,F37514,2022-02-28,LETICIA RAMIREZ HERNANDEZ,ANHEL ALEJANDRA FONSECA MARTINEZ,3,TUE00337,"TUB INOX 5/16""ØX42CM 3650W280V ESP/PLAC",992.25,173.44,173.44,2976.75,520.33,818.81,2456.42
256,F37516,2022-02-28,DIEGO ARMANDO LEON DURAN,COMERCIALIZADORA ARMENTA,1,BB00017,"BB Ø1.766""X1.432""  250W220V 3H TPLICA 1M",1498.16,0.0,208.27,1498.16,208.27,1289.89,1289.89
257,F37516,2022-02-28,DIEGO ARMANDO LEON DURAN,COMERCIALIZADORA ARMENTA,1,BB00018,"BB Ø4.5""X1.265"" 500W 220V 3 H T PLICA 1M",1599.5,0.0,688.35,1599.5,688.35,911.15,911.15
258,F37516,2022-02-28,DIEGO ARMANDO LEON DURAN,COMERCIALIZADORA ARMENTA,1,BN00002,"BAN MICA 1.766Øx1.432"" 250W 220V C/TERM""",1455.25,0.0,375.4,1455.25,375.4,1079.85,1079.85
259,F37516,2022-02-28,DIEGO ARMANDO LEON DURAN,COMERCIALIZADORA ARMENTA,1,BN00003,"BAN MICA 4.500Øx1.265"" 500W 220V C/TERM""",1398.79,0.0,415.77,1398.79,415.77,983.02,983.02
260,F37517,2022-02-28,DIEGO ARMANDO LEON DURAN,INDUSTRIAS SEKISO Y AKRON DE MEXICO,2,BL00038,BAN M/LUNA 220MMØX215MM 2950W230V ALLEN,1472.0,0.0,601.65,2944.0,1203.29,870.35,1740.71
262,F37518,2022-02-28,ALFREDO CANELA,ELECTRO MOTOR SERVICE,3,TUA00426,"TUB INOX 7/16""ØX34CM 1800W240V ""U"" ALE-B",1229.88,0.0,449.84,3689.64,1349.52,780.04,2340.12
263,F37519,2022-02-28,DIEGO ARMANDO LEON DURAN,CALIBRACION DE INSTRUMENTOS Y METROLOGIA AVANZADA,2,PK14G1D1G300,"TER K 1/4""ØX8"" EXT.1MT RES-PIA C/CLAVIJA",1020.0,0.0,87.59,2040.0,175.18,932.41,1864.82
266,F37525,2022-03-01,DIEGO ARMANDO LEON DURAN,DISMAPP PRODUCTOS IMPRESOS,1,BC00026,BC PLANA 13CMX20CM 1500W240V OCTAGONAL,2524.5,688.31,688.31,2524.5,688.31,1836.19,1836.19
267,F37530,2022-03-02,LETICIA RAMIREZ HERNANDEZ,LA MADRILEÑA,4,TUE00307,"TUB COBRE 1/2""ØX218MM 700W 120V ELIPSE",1030.0,236.68,236.68,4120.0,946.71,793.32,3173.29
268,F37530,2022-03-02,LETICIA RAMIREZ HERNANDEZ,LA MADRILEÑA,4,TUE00308,"TUB COBRE 7/16""ØX218MM 1500W 120V ELIPSE",1094.6,210.46,210.46,4378.4,841.84,884.14,3536.56
269,F37531,2022-03-02,DIEGO ARMANDO LEON DURAN,SIKA MEXICANA,2,PT00082,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI",2625.5,1214.3,1214.3,5251.0,2428.6,1411.2,2822.4
270,F37535,2022-03-03,ALFREDO CANELA,CARCOUSTICS INDUSTRIAL DE MEXICO,6,BS00006,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,3890.0,918.12,918.12,23340.0,5508.73,2971.88,17831.27
271,F37535,2022-03-03,ALFREDO CANELA,CARCOUSTICS INDUSTRIAL DE MEXICO,6,BS00008,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,3890.0,0.0,1133.81,23340.0,6802.89,2756.19,16537.11
273,F37539,2022-03-03,LETICIA RAMIREZ HERNANDEZ,JUAN CARLOS HERNANDEZ PEREZ,1,RP00181,REPARACION DE BRIDA DE 125KW 1240V DELTA,4315.0,0.0,41.26,4315.0,41.26,4273.74,4273.74
274,F37540,2022-03-03,LETICIA RAMIREZ HERNANDEZ,ANHEL ALEJANDRA FONSECA MARTINEZ,3,TUE00337,"TUB INOX 5/16""ØX42CM 3650W280V ESP/PLAC",992.25,173.44,173.44,2976.75,520.33,818.81,2456.42
279,F37545,2022-03-04,LETICIA RAMIREZ HERNANDEZ,J. FRANCISCO FERRUZCA HERNANDEZ,15,TUA00143,"TUB 7/16""X46CMS U 1500W 480V. ESPECIAL",913.4,235.81,235.81,13701.02,3537.11,677.59,10163.91
280,F37547,2022-03-04,LETICIA RAMIREZ HERNANDEZ,AMOR NATURAL,1,TUA00102,"TUB INOX 7/16""Øx1080MM ""U"" 5000W220V BUS",1255.2,370.94,370.94,1255.2,370.94,884.26,884.26
282,F37555,2022-03-04,LETICIA RAMIREZ HERNANDEZ,FARMACEUTICOS EDERKA,2,TUA00431,"TUB INOX 7/16""ØX49CM 3000W127V ""U"" BUS",965.5,0.0,269.59,1931.0,539.17,695.91,1391.83
284,F37559,2022-03-07,LETICIA RAMIREZ HERNANDEZ,MISION LA MURALLA,1,TUE00007,"TUB INOX 1/4""ØX370MM 7500W 220V ""U"" PLAC",2265.0,435.26,435.26,2265.0,435.26,1829.74,1829.74
286,F37564,2022-03-08,ALFREDO CANELA,ELICAMEX,5,WRE-2137,BAN INOX 170MMØX55MM 1300W 440V C/STD,1103.0,122.14,122.14,5515.0,610.68,980.86,4904.32
288,F37573,2022-03-08,ALFREDO CANELA,SANDHAR TECHNOLOGIES DE MEXICO,9,TUE00343,"TUB INOX 3/8""ØX75CM W MAX 480V ""M"" ESP",1330.68,0.0,428.56,11976.12,3857.05,902.12,8119.07
289,F37578,2022-03-09,DIEGO ARMANDO LEON DURAN,PÚBLICO EN GENERAL,1,BO00056,BOB 8020 CAL.16 19MMØX1170MM 5300W 240V,800.0,216.65,216.65,800.0,216.65,583.35,583.35
290,F37579,2022-03-09,LETICIA RAMIREZ HERNANDEZ,JUAN MANUEL OLVERA LOPEZ,4,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2218.27,1246.35,1246.35,8873.08,4985.4,971.92,3887.68
293,F37584,2022-03-09,LETICIA RAMIREZ HERNANDEZ,SINGLE SHOP MANUFACTURING,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,212.44,212.44,999.91,212.44,787.46,787.46
294,F37585,2022-03-09,LETICIA RAMIREZ HERNANDEZ,INMOBILIARIA ARAT,1,TUE00341,"TUB INOX 1/2""ØX293MM 2500W240V ""M"" ESPEC",980.6,317.3,317.3,980.6,317.3,663.3,663.3
295,F37586,2022-03-09,LETICIA RAMIREZ HERNANDEZ,INMOBILIARIA ARAT,1,TUE00341,"TUB INOX 1/2""ØX293MM 2500W240V ""M"" ESPEC",980.6,317.3,317.3,980.6,317.3,663.3,663.3
296,F37589,2022-03-10,ALFREDO CANELA,CEREALES Y PASTAS,3,TUA00430,"TUB INOX 1/2""ØX34CM 2000W 240V ""U"" ALETA",1405.25,269.6,269.6,4215.75,808.8,1135.65,3406.95
297,F37594,2022-03-10,LETICIA RAMIREZ HERNANDEZ,DANIEL CRUZ HERNANDEZ,2,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",812.53,0.0,111.07,1625.06,222.14,701.46,1402.92
300,F37604,2022-03-10,ALFREDO CANELA,ERIKA YUSSEL BLANCO CORTEZ,5,TUE00042,"TUB. ESP. 5/16 1200W 120V TERM 90° 3""""",1666.85,1666.85,1666.85,8334.25,8334.25,0.0,0.0
302,F37606,2022-03-11,DIEGO ARMANDO LEON DURAN,PKD,1,RM00017,"BOBINA 8020 110W 110V EN/TUBO INOX2""X30""",4650.5,2644.78,2644.78,4650.5,2644.78,2005.72,2005.72
303,F37607,2022-03-11,DIEGO ARMANDO LEON DURAN,EQUINOX,6,TUA00134,"TUB ""J"" Ø 8 MM X 240 CM 5500 W 220 V",1551.2,303.31,303.31,9307.2,1819.85,1247.89,7487.35
304,F37608,2022-03-11,AARON NUÑO CORDOVA,HUMARCER DE QUERETARO,2,PT00063,PT-100 6MMØX110MM CONECTOR EXT15MTS,1548.0,673.14,673.14,3096.0,1346.28,874.86,1749.72
305,F37610,2022-03-11,LETICIA RAMIREZ HERNANDEZ,"MAQUINAS, TECNICOS Y ALIMENTOS NUTRICIONALES",1,TUA00432,"TUB INOX 7/16""ØX60CM 9000W240V 2 1/2""NPT",4508.2,0.0,1783.73,4508.2,1783.73,2724.47,2724.47
308,F37615,2022-03-11,LETICIA RAMIREZ HERNANDEZ,WILLIAM  PALLMANN BELTRAN,1,TUA00371,"TUB INOX 5/16""ØX430MM 6000W 230V",2377.0,417.45,417.45,2377.0,417.45,1959.55,1959.55
309,F37620,2022-03-14,DIEGO ARMANDO LEON DURAN,ANA BARBARA CRUZ PALACIOS,10,CAS00075,"CAS INOX 1/2""ØX51.5CM 400W240V EXT1M SOG",839.28,261.77,261.77,8392.8,2617.65,577.51,5775.15
310,F37620,2022-03-14,DIEGO ARMANDO LEON DURAN,ANA BARBARA CRUZ PALACIOS,15,CAS00076,"CAS INOX 5/8""ØX72CM 2670W 480V EXT.30CM",1078.5,0.0,351.08,16177.5,5266.17,727.42,10911.33
312,F37624,2022-03-15,ALFREDO CANELA,OERLIKON BALZERS COATING MEXICO,4,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,377.29,377.29,9438.8,1509.17,1982.41,7929.63
313,F37625,2022-03-15,ALFREDO CANELA,CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO EN ELECTROQUIMICA,9,TUA00241,"TUB INOX 5/16""ØX23CM ELIPSE 985W120V BUS",970.0,145.03,145.03,8730.0,1305.27,824.97,7424.73
314,F37626,2022-03-15,LETICIA RAMIREZ HERNANDEZ,GRUPO PALANCAS,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,212.44,212.44,999.91,212.44,787.46,787.46
315,F37628,2022-03-15,LETICIA RAMIREZ HERNANDEZ,RAFAEL ESTRELLA MARTINEZ,2,TUA00222,"TUB INOX 5/16""Øx40CMS U 2000W 220V TAPON",1215.5,358.0,358.0,2431.0,716.01,857.5,1714.99
316,F37629,2022-03-15,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,2,TUE00333,"TUB INOX 5/16""ØX437MM 1000W127V ""M"" ESPE",1910.0,97.81,195.77,1910.0,195.77,1714.24,1714.24
317,F37633,2022-03-15,LETICIA RAMIREZ HERNANDEZ,PQUISEM,4,TUA00421,"TUB INOX 3/8""ØX38CM 6000W240V ""U"" PLACA",1520.25,525.52,525.52,6081.0,2102.1,994.73,3978.9
318,F37637,2022-03-16,DIEGO ARMANDO LEON DURAN,BETA PROCESOS,2,TUE00103,"TUE ""J"" INOX Ø 5/16 X 33 CM 5000 W 240 V",1350.0,248.65,248.65,2700.0,497.3,1101.35,2202.7
321,F37644,2022-03-16,LETICIA RAMIREZ HERNANDEZ,JESUS ELIZALDE CONTRERAS,2,TUE00340,"TUB INOX 5/16""ØX56CM 5KW240V M ESP/CABLE",1410.6,281.63,281.63,2821.2,563.27,1128.97,2257.93
323,F37649,2022-03-16,AARON NUÑO CORDOVA,ALFREDO MACIAS PEÑA,2,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1608.0,541.44,541.44,3216.0,1082.88,1066.56,2133.12
327,F37658,2022-03-16,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,2,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,761.07,761.07,6106.5,1522.13,2292.18,4584.37
329,F37664,2022-03-17,LETICIA RAMIREZ HERNANDEZ,ENRIQUE JAVIER VILLANUEVA VAZQUEZ,2,TUA00429,"TUB INOX 5/16""ØX46CM 3000W240V 11/4""NPT",1953.26,626.37,626.37,3906.52,1252.74,1326.89,2653.78
331,F37667,2022-03-17,LETICIA RAMIREZ HERNANDEZ,SOCIEDAD MEDICO QUIRURGICA DE SJI,1,TUA00419,"TUB COBRE 7/16""ØX495MM U 3000W127V PLAC",2005.5,327.61,327.61,2005.5,327.61,1677.89,1677.89
333,F37673,2022-03-18,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,2,BL00054,BAN M/LUNA 208MMØX143MM 600W110V T/TOR,850.0,174.73,174.73,1700.0,349.45,675.27,1350.55
334,F37674,2022-03-18,LETICIA RAMIREZ HERNANDEZ,JOSE LUIS ESCOBEDO OLVERA,6,BO00058,"BOB DSD CAL.10 3/4""ØX1085MM 4000W127V",932.5,300.96,300.96,5595.0,1805.76,631.54,3789.24
335,F37676,2022-03-18,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,1179.22,1179.22,1615.0,1179.22,435.78,435.78
336,F37677,2022-03-18,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUA00422,"TUB INOX 7/16""ØX42CM 3000W240V ""M"" BUS",1179.25,319.43,319.43,1179.25,319.43,859.82,859.82
337,F37678,2022-03-18,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUA00422,"TUB INOX 7/16""ØX42CM 3000W240V ""M"" BUS",1179.25,319.43,319.43,1179.25,319.43,859.82,859.82
338,F37679,2022-03-18,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUA00424,"TUB INOX 5/16""ØX38CM 3000W240V ""U"" TAP",1848.4,417.02,417.02,1848.4,417.02,1431.38,1431.38
339,F37680,2022-03-18,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,1,TUA00424,"TUB INOX 5/16""ØX38CM 3000W240V ""U"" TAP",1848.4,417.02,417.02,1848.4,417.02,1431.38,1431.38
341,F37687,2022-03-22,LETICIA RAMIREZ HERNANDEZ,"MAQUINAS, TECNICOS Y ALIMENTOS NUTRICIONALES",1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,212.44,212.44,999.91,212.44,787.46,787.46
347,F37697,2022-03-23,DIEGO ARMANDO LEON DURAN,AIRBUS HELICOPTERS MEXICO QUERETARO,1,RP00165,REPARACION DE BATIDOR 16.6KW 440V,14000.0,5211.65,5211.65,14000.0,5211.65,8788.35,8788.35
349,F37699,2022-03-23,LETICIA RAMIREZ HERNANDEZ,BLANCA ROCIO GARCIA MORALES,2,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,200.3,200.3,1999.81,400.6,799.61,1599.22
351,F37701,2022-03-23,LETICIA RAMIREZ HERNANDEZ,PLENCO DE MEXICO,5,TUA00433,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA",2835.0,0.0,620.47,14175.0,3102.37,2214.53,11072.63
352,F37702,2022-03-23,LETICIA RAMIREZ HERNANDEZ,UNIQUE FABRICATING DE MEXICO,2,CBE00028,"CB 3/4 X41"" DE LARGO 1300W 220 V",1247.5,0.0,376.35,2495.0,752.71,871.15,1742.29
353,F37702,2022-03-23,LETICIA RAMIREZ HERNANDEZ,UNIQUE FABRICATING DE MEXICO,1,TK00034,"TER K 3/16""Øx7mm LONG EXT. 5 MTS T/PLICA",850.2,519.02,519.02,850.2,519.02,331.18,331.18
356,F37708,2022-03-23,LETICIA RAMIREZ HERNANDEZ,DISTRIBUIDORA Y CONVERTIDORA INDUSTRIAL,4,TUA00200,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP",3096.5,1282.76,1282.76,12386.0,5131.02,1813.74,7254.98
357,F37710,2022-03-23,LETICIA RAMIREZ HERNANDEZ,SABER Y SABOR,2,TUE00161,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA",1784.0,116.97,116.97,3568.0,233.93,1667.03,3334.07
358,F37711,2022-03-23,LETICIA RAMIREZ HERNANDEZ,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,1,RP00182,REPARACION DE HORNO 3500W220V,7903.2,0.0,2448.37,7903.2,2448.37,5454.83,5454.83
359,F37713,2022-03-23,ALFREDO CANELA,OSANIA CLEANING & SANITIZING,3,TUA00099,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",3349.0,0.0,1273.61,10047.0,3820.84,2075.39,6226.16
360,F37714,2022-03-23,ALFREDO CANELA,MEXAURIA SOLUTIONS,2,PA00001,"P.CUARZO 19""LARGOx10"" ANCHO 5KW 480V",6900.0,0.0,3489.32,13800.0,6978.64,3410.68,6821.36
366,F37722,2022-03-24,LETICIA RAMIREZ HERNANDEZ,PLASTICOS & PROCESOS SKY,1,BP00258,"BAN P COMUN 1""X48"" 1000W 240V EXT.30CM",800.0,0.0,45.28,800.0,45.28,754.72,754.72
368,F37728,2022-03-25,DIEGO ARMANDO LEON DURAN,ARCELORMITTAL MEXICO,6,BOE00012,BOE 45MMØX1360MM 3500W440V ROCHETA,3040.48,1137.06,1137.06,18242.88,6822.37,1903.42,11420.51
369,F37728,2022-03-25,DIEGO ARMANDO LEON DURAN,ARCELORMITTAL MEXICO,10,BOE00013,BOE 45MMØX900MM 3500W440V ROCHETA,2366.63,698.18,698.18,23666.3,6981.76,1668.45,16684.54
371,F37730,2022-03-25,LETICIA RAMIREZ HERNANDEZ,HECTOR SALAS RUIZ,1,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,862.33,410.21,410.21,862.33,410.21,452.12,452.12
373,F37734,2022-03-28,DIEGO ARMANDO LEON DURAN,DIECASTING CELAYA,2,BO00005,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V,18500.0,0.0,1560.44,37000.0,3120.88,16939.56,33879.12
376,F37740,2022-03-28,ALFREDO CANELA,LBQ FOUNDRY,2,TEA00016,"TEA K Ø3/4""X450MM NPT3/4"" CAB M STD",1850.0,0.0,710.34,3700.0,1420.68,1139.66,2279.32
378,F37743,2022-03-28,ALFREDO CANELA,CLAVOS NACIONALES C.N,3,TEA00017,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM",918.0,0.0,502.32,2754.0,1506.97,415.68,1247.03
383,F37750,2022-03-29,DIEGO ARMANDO LEON DURAN,MFSEIN,3,BP00149,"BAN P INOX 11/2""x85"" LONG 2200W 220V 9BA",2198.58,216.46,216.46,6595.74,649.37,1982.12,5946.37
384,F37750,2022-03-29,DIEGO ARMANDO LEON DURAN,MFSEIN,4,BP00150,"BAN P INOX 1 1/2"" x50"" LONG 1200W 220V",1260.48,213.66,213.66,5041.92,854.65,1046.82,4187.27
385,F37751,2022-03-29,DIEGO ARMANDO LEON DURAN,MFSEIN,2,BE00011,"BAN P INOX 1 1/2""X12"" 240V W-MAX",780.25,37.66,37.66,1560.5,75.32,742.59,1485.18
386,F37751,2022-03-29,DIEGO ARMANDO LEON DURAN,MFSEIN,2,BE00012,"BAN P INOX 1 1/2""X14"" 240V W-MAX",799.12,44.54,44.54,1598.24,89.08,754.58,1509.16
387,F37751,2022-03-29,DIEGO ARMANDO LEON DURAN,MFSEIN,2,BE00013,"BAN P INOX 1 1/2""X16"" 240V W-MAX",821.89,48.09,48.09,1643.78,96.18,773.8,1547.6
388,F37751,2022-03-29,DIEGO ARMANDO LEON DURAN,MFSEIN,2,BE00015,"BAN P INOX 1 1/2""X18"" 240V W-MAX",839.43,51.09,51.09,1678.86,102.18,788.34,1576.68
392,F37756,2022-03-29,LETICIA RAMIREZ HERNANDEZ,"MAQUINAS, TECNICOS Y ALIMENTOS NUTRICIONALES",1,TUS00118,"TUB INOX 3/8""ØX120CM 2083W 220V ""U"" TORN",1205.0,258.43,258.43,1205.0,258.43,946.57,946.57
394,F37758,2022-03-29,ALFREDO CANELA,ALYEX ALUMINUM,18,TUE00319,"TUB INCOLOY 7/16""ØX305CM 2300W380V ESPEC",4150.0,0.0,714.2,74700.0,12855.68,3435.8,61844.32
395,F37760,2022-03-30,ALFREDO CANELA,SOLDADURA A MANUFACTURAS METALICAS,2,151.7208,TUB INOX 8MMØX3650MM 1134W 230V RECTA,778.17,391.24,391.24,1556.35,782.48,386.94,773.87
396,F37761,2022-03-30,LETICIA RAMIREZ HERNANDEZ,CFE TRANSMISION,1,TUA00096,"TUB INOX 5/16""ØX120MM 1200W220V ""J"" PLAC",907.5,116.73,116.73,907.5,116.73,790.77,790.77
398,F37770,2022-03-30,LETICIA RAMIREZ HERNANDEZ,LEON ING,1,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,862.35,410.21,410.21,862.35,410.21,452.14,452.14
399,F37772,2022-03-30,LETICIA RAMIREZ HERNANDEZ,CARLOS GALINDO YERENA,1,TUE00025,"TUB COBRE 5/16""Øx145CM  1500W120V PLAC",1551.72,316.4,316.4,1551.72,316.4,1235.32,1235.32
402,F37776,2022-03-31,LETICIA RAMIREZ HERNANDEZ,JENNUFER ANDREA NORIEGA CISNEROS,1,RP00171,REPARACION DE CREPERA,1020.0,258.21,258.21,1020.0,258.21,761.79,761.79
403,F37777,2022-03-31,ALFREDO CANELA,CLAVOS NACIONALES C.N,60,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX,1299.32,340.8,340.8,77959.2,20448.01,958.52,57511.19
